779,2,0,1
785,3,0,1
786,3,0,1
789,3,0,1
790,3,0,1
792,3,0,0
793,3,0,0
794,3,0,0
797,2,0,0
798,2,0,0
800,2,0,0
801,2,0,0
802,2,0,0
805,2,0,0
806,2,0,0
807,2,0,0
814,1,0,0
817,1,0,0
819,1,0,0
827,2,0,0
828,3,0,0
829,3,0,0
836,2,0,0
843,2,0,0
850,3,0,1
851,3,0,1
852,1,0,1
854,0,0,1
858,1,0,0
859,3,4,0
867,2,0,0
868,2,0,0
869,2,0,0
872,2,0,0
874,2,0,0
878,2,0,0
879,2,0,0
880,2,0,0
887,2,0,0
888,2,0,0
892,3,0,1
893,1,0,1
894,3,0,1
900,2,0,0
902,2,0,0
921,0,0,1
923,2,0,1
924,0,0,1
929,3,0,1
930,1,0,1
940,3,0,0
941,2,0,0
944,2,0,0
964,2,0,1
1019,0,3,0
1021,0,3,0
1023,0,3,0
1030,0,1,0
1031,0,2,0
1034,0,2,0
1038,2,3,0
1040,2,3,0
1042,2,3,0
1047,2,1,0
1057,2,2,0
1058,2,2,0
1060,2,3,0
1062,2,3,0
1064,2,3,0
1066,2,1,0
1071,2,1,0
1072,2,2,0
1104,2,4,0
1105,2,4,0
1112,2,3,0
1115,2,2,0
1121,2,3,0
1127,2,1,0
1134,0,1,0
1138,0,3,0
1141,0,1,0
1142,0,2,0
1145,0,3,0
1146,0,1,0
1149,0,2,0
1151,0,3,0
1152,0,1,0
1155,0,2,0
1157,0,3,0
1159,0,1,0
1161,0,2,0
1163,0,3,0
1165,0,1,0
1167,0,2,0
1169,2,3,0
1173,2,2,0
1176,2,3,0
1178,2,1,0
1179,2,2,0
1181,2,3,0
1184,2,1,0
1186,2,2,0
1197,2,3,0
1198,2,1,0
1202,2,2,0
1213,2,1,0
1218,2,4,0
1219,2,4,0
1223,0,3,0
1226,0,1,0
1230,0,3,0
1235,0,2,0
1237,0,3,0
1238,0,1,0
1355,2,3,0
1361,2,3,0
1365,2,1,0
1367,2,2,0
1368,2,3,0
1372,2,1,0
1376,2,4,0
1379,2,4,0
1382,2,3,0
1383,2,1,0
1388,2,3,0
1393,2,3,0
1395,2,1,0
1399,2,2,0
1403,2,3,0
1404,2,1,0
1406,2,2,0
1409,2,3,0
1412,2,1,0
1414,2,2,0
1416,2,3,0
1417,2,1,0
1419,2,2,0
1424,2,3,0
1426,2,1,0
1430,2,3,0
1431,2,1,0
1434,2,2,0
1438,2,3,0
1440,2,1,0
1441,2,2,0
1445,2,3,0
1447,2,1,0
1450,2,3,0
1453,2,1,0
1455,2,2,0
1457,2,3,0
1458,2,1,0
1461,2,2,0
1463,2,3,0
1465,2,1,0
1470,2,3,0
1471,2,1,0
1474,2,2,0
1476,2,3,0
1480,2,2,0
1510,2,3,0
1515,0,3,0
1517,0,1,0
1521,0,3,0
1524,0,1,0
1528,0,3,0
1531,0,1,0
1533,0,2,0
1535,0,4,0
1540,0,3,0
1543,0,1,0
1544,0,2,0
1547,0,3,0
1550,0,1,0
1552,0,2,0
1554,0,3,0
1555,0,1,0
1558,0,2,0
1561,0,4,0
1562,0,4,0
1566,0,3,0
1567,0,1,0
1572,0,2,0
1576,0,3,0
1578,0,1,0
1580,0,2,0
1581,0,3,0
1584,0,1,0
1585,0,2,0
1591,0,4,0
1592,0,4,0
1595,3,3,0
1597,3,1,0
1601,3,3,0
1603,3,1,0
1607,3,2,0
1608,3,3,0
1610,3,1,0
1617,0,3,0
1619,0,1,0
1621,0,2,0
1624,0,3,0
1627,0,1,0
1628,0,2,0
1631,0,3,0
1632,0,1,0
1634,0,2,0
1637,0,3,0
1640,0,1,0
1642,0,2,0
1644,0,3,0
1648,0,1,0
1649,0,2,0
1652,0,3,0
1654,0,1,0
1656,0,2,0
1691,0,3,0
1693,0,1,0
1694,0,2,0
1697,0,3,0
1700,0,1,0
1702,0,2,0
1705,0,3,0
1707,0,2,0
1710,0,3,0
1720,0,1,0
1725,0,3,0
1727,0,1,0
1736,2,2,0
1737,2,3,0
1750,0,3,0
1752,0,1,0
1757,0,3,0
1758,0,1,0
1761,0,2,0
1762,0,3,0
1764,0,1,0
1769,0,3,0
1772,1,1,0
1774,1,2,0
1777,1,3,0
1779,1,1,0
1781,1,2,0
1783,1,3,0
1786,1,1,0
1802,0,2,1
1803,0,3,1
1807,0,1,1
1808,0,2,1
1811,1,4,1
1812,1,4,1
1816,2,4,1
1817,2,4,1
1818,2,4,1
1819,2,4,1
1820,2,0,0
1828,2,0,0
1829,2,0,0
1830,3,0,0
1831,2,0,0
1834,2,0,0
1837,1,0,1
1841,3,0,0
1852,2,0,0
1861,2,0,0
1862,2,0,0
1863,2,0,0
1879,2,0,0
1880,2,0,0
1886,2,0,0
1887,3,0,0
1888,2,0,0
1895,1,0,1
1896,1,0,1
1899,0,0,1
1901,0,0,1
1902,0,0,1
1910,2,0,0
1912,2,0,0
1913,3,0,0
1914,2,0,0
1915,2,0,0
1916,3,0,0
1918,2,0,0
1919,2,0,0
1920,3,0,0
1921,3,0,0
1923,2,0,0
1924,3,0,0
1925,3,0,0
1926,1,0,0
1932,3,0,1
1933,2,0,1
1936,0,0,1
1937,1,0,1
1940,1,0,1
1944,1,0,1
1948,1,0,1
1951,0,0,1
1952,0,0,1
1956,1,0,1
1959,1,0,1
1963,0,0,1
1964,0,0,1
1965,3,0,1
1972,1,0,1
1975,1,0,1
1979,3,0,1
1983,1,0,1
1984,3,0,1
1985,1,0,1
1986,1,0,1
1993,0,0,1
1994,0,0,1
1997,1,0,1
2002,0,0,1
2009,2,0,1
2010,1,0,1
2011,2,0,1
2014,2,0,1
2103,2,3,0
2108,2,3,0
2113,2,1,0
2114,2,2,0
2119,2,3,0
2122,2,2,0
2125,2,3,0
2126,2,1,0
2128,2,2,0
2130,2,3,0
2133,2,1,0
2135,2,2,0
2137,2,3,0
2140,2,1,0
2142,2,2,0
2145,2,3,0
2146,2,1,0
2151,2,3,0
2155,2,2,0
2159,2,1,0
2161,2,2,0
2170,2,3,0
2172,2,1,0
2190,2,4,0
2197,2,4,0
2200,2,3,0
2201,2,1,0
2204,2,2,0
2207,2,1,0
2215,2,1,0
2219,0,3,0
2220,0,1,0
2224,0,2,0
2226,0,3,0
2228,0,1,0
2231,0,2,0
2233,0,3,0
2235,0,1,0
2237,0,2,0
2243,0,3,1
2245,0,1,1
2246,0,2,1
2249,0,3,1
2252,0,2,1
2258,0,1,1
2260,0,2,1
2262,3,3,0
2265,3,1,0
2267,3,2,0
2270,3,3,0
2271,3,1,0
2275,3,2,0
2276,3,3,0
2278,3,1,0
2281,3,2,0
2288,3,3,0
2290,3,1,0
2296,3,3,0
2298,3,1,0
2301,3,2,0
2303,3,3,0
2306,3,1,0
2314,1,4,1
2319,0,3,0
2322,0,1,0
2325,0,2,0
2328,2,3,0
2330,2,1,0
2332,2,2,0
2334,2,3,0
2336,2,1,0
2339,2,2,0
2345,2,1,0
2346,2,2,0
2351,2,3,0
2353,2,1,0
2354,2,2,0
2373,2,3,0
2376,2,1,0
2377,2,2,0
2388,2,3,0
2391,2,1,0
2392,2,2,0
2395,2,3,0
2396,2,1,0
2399,2,2,0
2402,2,3,0
2404,2,1,0
2406,2,2,0
2408,2,4,0
2411,2,4,0
2413,2,4,0
2414,2,4,0
2419,2,3,0
2424,2,2,0
2427,2,3,0
2429,2,1,0
2430,2,2,0
2433,2,3,0
2436,2,1,0
2438,2,2,0
2441,2,3,0
2444,2,1,0
2451,2,1,0
2455,2,3,0
2457,2,1,0
2462,2,3,0
2465,2,1,0
2466,2,2,0
2469,2,3,0
2473,2,1,0
2475,2,2,0
2478,2,3,0
2481,2,2,0
2485,2,3,0
2492,3,3,0
2496,3,2,0
2522,3,3,0
2526,3,2,0
2530,2,3,0
2534,2,1,0
2535,2,2,0
2539,2,3,0
2541,2,1,0
2542,2,2,0
2553,2,3,0
2556,2,1,0
2557,2,2,0
2560,2,3,0
2574,2,3,0
2577,2,1,0
2578,2,2,0
2582,2,3,1
2584,2,1,1
2586,2,2,1
2588,2,3,1
2591,2,1,1
2593,2,2,1
2596,2,3,1
2599,2,1,1
2601,2,2,1
2604,2,3,1
2607,2,1,1
2608,2,2,1
2627,3,3,1
2629,3,1,1
2637,3,1,1
2639,3,2,1
2644,1,3,1
2645,1,1,1
2649,1,2,1
2667,0,3,0
2670,0,1,0
2672,0,2,0
2675,0,3,0
2678,0,1,0
2679,0,2,0
2698,1,3,0
2703,1,2,0
2714,2,4,0
2721,2,4,0
2724,2,3,0
2726,2,1,0
2729,2,2,0
2739,2,3,0
2741,2,1,0
2743,2,2,0
2746,1,3,0
2748,1,1,0
2750,1,2,0
2752,3,3,0
2754,3,1,0
2757,3,2,0
2759,3,3,0
2761,3,1,0
2763,3,2,0
2768,3,3,0
2770,3,1,0
2775,2,3,0
2781,2,3,0
2783,2,1,0
2787,2,2,0
2791,2,3,1
2796,2,2,1
2798,2,3,1
2801,2,1,1
2802,2,2,1
2805,2,3,1
2813,2,4,1
2814,2,4,1
